order_id,order_date,customer_id,product_category,region,quantity,unit_price,discount,payment_method,delivery_days,customer_rating,revenue
54375,2025-08-30,152b9043-1822-4260-a1e5-1ade41f98ba5,Fashion,Europe,4,305.28,0.05,PayPal,1.0,3.9,1160.06
39692,2025-05-03,b0e98b45-a527-4d02-99b2-ef6114c088c2,Sports,Africa,2,178.73,0.0,CreditCard,7.0,4.1,357.46
93703,2023-03-02,3a409511-3308-4a1c-85a2-5f0747f58b10,Sports,Europe,3,456.05,0.1,Cash,7.0,3.1,1231.34
73692,2024-09-11,4e641c80-c0d9-4866-bbd8-0e1b457469b2,Sports,North America,3,491.34,0.0,BankTransfer,7.0,4.0,1474.02
98071,2023-01-26,f2859cd2-cdf9-409a-9eb7-9d9ed3ad30e0,Electronics,Africa,2,264.77,0.0,Cash,2.0,3.1,529.54
576,2025-08-16,0cbd3c03-9e2a-44ac-8122-b5b3284c03d2,Fashion,Africa,2,222.35,0.05,BankTransfer,5.0,4.3,422.46
84611,2024-06-14,4cb95f10-90e3-4ab5-a0ce-1ab42733677f,Automotive,Europe,2,211.72,0.1,BankTransfer,2.0,2.1,381.1
61770,2025-07-14,31cdf8ba-df95-44a1-82ba-7d81d0ae77f7,Toys,Oceania,1,366.96,0.0,Cash,5.0,4.5,366.96
32261,2025-12-15,3fecfb65-9e70-45b0-9383-74ff8f275a7f,Fashion,Oceania,4,413.48,0.2,PayPal,8.0,3.0,1323.14
82200,2024-09-15,c5281b69-f89a-41cb-bf5a-b521fe61ad5a,Electronics,North America,4,169.71,0.05,CreditCard,8.0,2.1,644.9
36291,2024-10-03,cd5c9b30-854b-4963-b6b2-031fe644a1fe,Home,North America,3,449.74,0.05,PayPal,7.0,2.1,1281.76
78450,2025-03-17,ec4ba0d5-259a-4210-8d61-79c411f6cad3,Beauty,Africa,5,132.69,0.0,BankTransfer,3.0,2.4,663.45
60056,2024-07-02,c63b3175-9ecf-43b5-ba4d-70ac939db503,Automotive,Asia,4,31.92,0.15,CreditCard,3.0,4.5,108.53
45949,2025-09-11,d3f293f0-849d-4d98-8a0e-957f9df6d9f1,Beauty,South America,3,350.34,0.05,PayPal,3.0,,998.47
28178,2024-08-17,645ebe9b-1a33-4b77-8d8d-044e22761bbc,Beauty,Asia,4,424.44,0.05,BankTransfer,4.0,3.5,1612.87
84464,2023-11-17,ba1f1431-4081-40e8-8b5e-60592a0e2f4e,Fashion,South America,4,445.896,0.0,PayPal,8.0,3.3,1783.58
579,2024-11-21,372f871a-45ee-432d-aa07-f2137129cec7,Electronics,Oceania,6,339.80400000000003,0.1,BankTransfer,9.0,3.5,1834.94
30960,2024-04-03,26344a66-7a96-48c2-aea5-98f9495bfb6f,Sports,Africa,4,325.95,0.0,BankTransfer,7.0,3.6,1303.8
64291,2024-09-15,283ba30f-90b4-4e15-889f-f69f7c1f2057,Electronics,South America,2,422.75,0.0,PayPal,6.0,2.2,845.5
14532,2024-10-03,f16e09b5-d96b-4d4e-acc6-34234167a8cc,Sports,Africa,4,303.45,0.1,BankTransfer,7.0,2.9,1092.42
17934,2024-09-07,b240c292-ffe4-48b5-adae-c2d14bae5d71,Fashion,Oceania,4,261.44,0.0,Cash,6.0,2.1,1045.76
33609,2024-06-13,3de5d3d6-4403-4cf4-9df8-5b5ec9c00887,Toys,Asia,5,329.06,0.1,PayPal,9.0,3.6,1480.77
49960,2024-12-02,cb10aff8-4820-4cba-b8f6-2a57ef2e273a,Toys,South America,3,58.87,0.1,Cash,1.0,2.3,158.95
66599,2023-04-02,e03797fc-0461-4c9c-9067-a19e562406e3,Home,South America,1,80.25,0.15,PayPal,9.0,3.5,68.21
99090,2023-02-23,4b801396-8d0a-4406-93ff-29a5d6af5938,Home,South America,5,282.99,0.05,CreditCard,8.0,4.9,1344.2
34452,2024-05-17,bc97eb7b-cf8d-440d-bf58-c799a844f459,Fashion,North America,1,360.9,0.0,PayPal,6.0,3.6,360.9
34081,2025-03-03,1da7bdd9-e0b9-4320-b6c4-f6b29b0db81d,Beauty,Africa,5,188.39,0.0,Cash,1.0,3.5,941.95
63588,2024-07-03,5dafa421-33a5-43eb-9451-6995a1629935,Home,Europe,3,131.89,0.0,CreditCard,5.0,3.4,395.67
4294,2025-06-13,b33d9c7c-4e73-4dcc-8664-82ee6844a0e3,Beauty,South America,3,83.53,0.1,BankTransfer,3.0,2.3,225.53
69103,2025-12-15,959def22-cecd-4cfe-81e0-7edb68ea7d85,Toys,South America,4,13.84,0.0,BankTransfer,3.0,4.4,55.36
86412,2023-07-20,bd0af4fa-b6d9-466a-954a-677d34af7216,Beauty,Asia,2,393.51,0.0,PayPal,4.0,2.1,787.02
99477,2024-07-15,8e9df34d-f5dc-4a3f-b58a-982e57056804,Beauty,Oceania,2,313.75,0.0,PayPal,1.0,3.7,627.5
53930,2023-09-29,689e4534-2e0e-4d6c-9f06-b25efc80ecb1,Automotive,Asia,3,462.4,0.05,Cash,3.0,4.1,1317.84
87071,2025-07-03,dfcd64ef-361f-4434-a9b3-ff945bc72ca3,Toys,North America,4,109.28,0.15,Cash,3.0,,371.55
65084,2024-11-09,f11a09e5-1c37-4770-ab5e-6c3d5f8c8e9b,Automotive,South America,2,112.122,0.05,BankTransfer,1.0,4.0,213.03
30713,2024-11-08,f17ff4d8-cd02-49b7-9147-a17d71e3b64b,Sports,North America,3,158.013,0.0,CreditCard,6.0,4.4,474.04
49183,2025-10-13,58a107fb-57bb-45f8-8364-196d6d701cb4,Fashion,Africa,5,463.13,0.0,CreditCard,7.0,4.1,2315.65
57235,2024-01-31,1045b84d-e9d9-440f-bc86-918620926390,Electronics,Asia,4,491.58,0.0,Cash,4.0,2.0,1966.32
15664,2024-01-16,b9599622-7466-4dc9-a4db-70c40eb496ce,Beauty,Africa,5,197.04,0.0,Cash,5.0,2.2,985.2
19967,2025-10-11,c27f0bc5-f8e2-4377-b8a0-6724931ed007,Toys,South America,3,57.16,0.1,BankTransfer,7.0,4.5,154.33
91913,2023-07-02,183a0c9e-cc4f-442e-8742-26cb168cab75,Automotive,Oceania,5,99.1,0.0,BankTransfer,4.0,4.7,495.5
91958,2025-09-04,b91cad08-aadf-4030-ad5a-3ff63ae4e0be,Fashion,Asia,2,420.79,,BankTransfer,9.0,3.8,841.58
81347,2025-01-06,f06e6597-5bf1-457c-8af9-31dcc1cf39ea,Sports,Europe,4,273.32,0.1,BankTransfer,1.0,4.9,983.95
55326,2024-01-21,ea818a10-bfa9-4ecd-b6f1-310e92347bd6,Sports,Oceania,2,113.59,0.0,CreditCard,6.0,2.1,227.18
29858,2025-08-06,56e6f05c-94aa-4293-98dd-62f3d2a8c74c,Beauty,Asia,4,195.48,0.05,PayPal,9.0,2.3,742.82
71223,2024-04-22,cd18ea34-0a2d-4943-a03c-61f387f7cb0e,Home,Oceania,3,246.72,0.0,CreditCard,8.0,2.2,740.16
52459,2024-02-17,e23ee028-9b64-4a54-9966-a73bf77f4366,Home,South America,1,263.48,0.0,Cash,9.0,2.6,263.48
88346,2024-09-10,faada9c3-46ca-4fb7-ab01-4b6be21fb94f,Toys,South America,1,439.27,0.1,BankTransfer,6.0,3.0,395.34
82364,2024-11-28,66cc29ee-6708-4180-8a1f-619ce49d1335,Toys,South America,6,443.862,0.0,CreditCard,8.0,4.2,2663.17
65350,2023-09-02,c2f060a5-107c-4da4-a120-7d8710da6af6,Fashion,Africa,4,473.69,0.1,BankTransfer,5.0,3.9,1705.28
59650,2023-06-08,074a1822-880d-49f0-be21-d20dc5a6e6fa,Sports,Asia,4,149.44,0.0,BankTransfer,4.0,2.7,597.76
44953,2024-11-01,7449dee1-8773-4850-8459-ac975b3dfe3a,Home,Oceania,2,263.781,0.0,,8.0,3.1,527.56
39526,2024-01-17,fbdba6f3-003b-4ca2-9ba7-50f2c4b70f32,Sports,Oceania,3,330.08,0.05,PayPal,8.0,4.3,940.73
13936,2023-10-15,afa3153c-ebd4-45cb-a152-424b180b1a8a,Toys,Africa,3,51.2,0.05,CreditCard,3.0,4.4,145.92
93781,2025-09-01,f6a0ee8d-7870-4e4c-896f-ff65685a712d,Electronics,Africa,3,94.07,0.0,BankTransfer,,3.7,282.21
89885,2023-03-31,715a7987-2ed9-494b-8eed-8c6e8da406d7,Fashion,North America,3,392.25,0.0,BankTransfer,6.0,2.3,1176.75
81144,2023-02-10,b0ea67ec-056f-45ca-a6c8-d9e2b72d24c9,Beauty,Asia,1,,0.15,Cash,7.0,3.8,53.41
95800,2023-08-08,c593dc7f-9c05-4dd8-9d0c-eb48e5b3d26f,Beauty,North America,5,118.54,0.05,CreditCard,1.0,2.3,563.07
89405,2025-11-16,25769caf-a6a0-4f89-a549-7e8a4bfaaaef,Fashion,Oceania,6,330.138,0.1,Cash,3.0,3.8,1782.75
55224,2024-03-21,777ae580-a3bf-48ae-a602-18e18fb00c5f,Sports,Europe,1,350.53,0.0,BankTransfer,8.0,3.8,350.53
73646,2024-09-04,2acc194f-b298-4259-9aec-4a6525cff380,Beauty,Asia,4,180.49,0.0,CreditCard,8.0,2.5,721.96
66294,2025-12-19,3b7fd68a-ca95-475a-8da4-d7e3b04bad13,Toys,Oceania,3,274.4,0.15,CreditCard,6.0,2.3,699.72
65540,2024-03-13,2bf7c2e7-f746-4036-b4ab-a6ce82165a4c,Sports,North America,4,177.63,0.0,Cash,5.0,3.2,710.52
28111,2023-11-05,59e7ea04-1b85-450c-af92-d87c7ccad5d6,Sports,Asia,5,234.306,0.05,Cash,2.0,2.1,1112.95
41929,2025-10-09,4a7041d5-b918-4343-981e-260fcae83972,Toys,Oceania,1,198.43,0.05,Cash,7.0,2.2,188.51
86547,2024-10-31,285f9ee2-39c5-4f24-a103-4a205a8f4ab1,Home,North America,1,361.74,0.0,CreditCard,1.0,3.0,361.74
82586,2025-11-30,f139df30-0b7c-4108-80b4-0761f08717cb,Toys,Africa,6,66.186,0.0,BankTransfer,9.0,4.7,397.12
38604,2025-09-01,27380016-f251-421d-95e2-4956ebc72a5f,Automotive,South America,3,120.54,0.05,PayPal,8.0,3.4,343.54
91658,2023-02-10,48d3bb37-358a-45aa-beba-3822504a0c71,Sports,Africa,4,264.31,0.0,Cash,7.0,,1057.24
62787,2024-01-08,c9e896e3-0c4e-45e5-9433-1bc0bc5af34e,Automotive,Africa,3,200.46,0.0,PayPal,8.0,3.8,601.38
84341,2025-11-01,764405f1-a3d2-4bba-bdf8-515a035df601,Sports,South America,5,290.484,0.2,CreditCard,9.0,4.3,1161.94
39875,2025-12-15,51c77965-2198-49cc-bcb4-3d57e8049941,Beauty,North America,5,33.97,0.0,CreditCard,7.0,2.8,169.85
78469,2025-06-06,e28cf7a8-b3ab-41cc-8ed3-15201091e48a,Home,Asia,2,134.02,0.1,PayPal,3.0,3.5,241.24
31632,2023-12-17,4247fd42-d6bd-4a82-8ddc-d54626560d7f,Sports,Europe,3,169.72,0.2,PayPal,3.0,3.0,407.33
14953,2023-10-25,a8799868-8e12-4cd6-ae33-98cf999bc180,Toys,North America,1,443.77,0.0,Cash,4.0,3.8,443.77
39332,2023-11-28,39e44780-2ca6-435b-b9a9-44eb645e065b,Toys,North America,2,165.924,0.0,Cash,6.0,4.1,331.85
48588,2025-08-22,cf2af950-056c-46c4-9820-239f173b9380,Home,Africa,4,240.13,0.0,CreditCard,7.0,2.5,960.52
83595,2024-06-16,be9908fa-97bb-4d39-b732-488493c9899b,Electronics,South America,4,99.45,0.0,CreditCard,8.0,2.5,397.8
41488,2024-02-20,a84eda7e-d6e3-4dbd-86ac-3b98b1f349b4,Fashion,South America,2,331.96,0.0,PayPal,7.0,2.3,663.92
39628,2023-07-08,81df478a-d76e-41e2-afce-78c32642c1aa,Fashion,Asia,1,475.5,0.0,Cash,6.0,4.1,475.5
87895,2025-11-30,5aed79fb-34f4-42c5-8795-8ea970f04878,Electronics,North America,3,122.598,0.0,Cash,8.0,4.7,367.79
26304,2023-04-21,a8a36936-6670-4b4f-8d5d-d304fd7178f6,Toys,Asia,3,352.37,0.05,CreditCard,8.0,3.2,1004.25
67404,2024-07-15,4e5dc22a-d907-4dba-aaf3-8193211cc2c3,Sports,Africa,4,29.57,0.0,CreditCard,7.0,4.5,118.28
98085,2023-03-25,d9ed7f16-4747-44b1-8091-c0dfdad67be0,Fashion,Oceania,4,417.31,0.15,PayPal,2.0,3.2,1418.85
95602,2023-02-09,ae130a1a-dc06-415b-bdce-692acc3beb48,Beauty,Asia,4,260.65,0.0,PayPal,7.0,2.7,1042.6
5020,2023-07-25,5a0ed9b7-5e22-47d4-a74f-232bfb876271,Toys,North America,3,60.2,0.05,Cash,6.0,4.5,171.57
5224,2023-05-05,7d9def75-1138-48db-af2f-841100d190bd,Automotive,Oceania,5,202.25,0.0,BankTransfer,5.0,4.4,1011.25
15781,2024-04-23,db00ebd5-3d7b-40c9-a6b9-83745e4f2127,Electronics,Oceania,1,245.57,0.15,PayPal,5.0,2.2,208.73
45557,2023-02-04,03892003-62f1-427e-86e9-71d1307cc39d,Beauty,Africa,1,398.23,0.0,BankTransfer,1.0,3.9,398.23
12897,2024-01-26,f1b46b8c-2d97-443a-98ee-0e5cb362fb84,Automotive,Europe,5,316.16,0.0,CreditCard,3.0,2.3,1580.8
34305,2025-12-18,10bd7a38-f1ff-4b6a-83b3-1ed850c6443f,Sports,Europe,5,413.27,0.0,Cash,6.0,2.6,2066.35
93323,2025-05-08,9d460a50-2c6d-4d52-b970-5abced6f63a5,Toys,Oceania,3,279.87,0.0,CreditCard,8.0,3.9,839.61
5325,2023-04-03,fee91972-6f7b-43e7-9e19-f0104bf7e012,Home,Asia,2,316.36,0.0,PayPal,3.0,4.4,632.72
52926,2023-10-03,b9be6f81-2b42-4175-b57c-f62f5fbf371d,Electronics,Africa,5,414.73,0.2,CreditCard,9.0,4.9,1658.92
62865,2023-08-24,9c2918c8-d228-46ed-85da-e8c814675aca,Beauty,Africa,1,214.56,0.1,CreditCard,4.0,2.3,193.1
8019,2024-06-07,974a2447-ab73-460c-83f0-79b3f78ffd83,Electronics,Africa,5,292.12,0.0,Cash,7.0,2.9,1460.6
82945,2023-09-17,a2868475-51eb-4be9-b94f-4af8418d2469,Beauty,Africa,1,336.28,0.1,BankTransfer,4.0,3.5,302.65
90377,2023-08-01,b086ccbf-3c44-449b-bba9-4cf02d8802cd,Automotive,Oceania,1,333.45,0.0,Cash,2.0,4.9,333.45
41721,2024-07-02,c7434c90-2e83-4104-b61c-782cd35cc2a3,Sports,North America,4,93.84,0.05,PayPal,3.0,3.9,356.59
867,2023-07-10,d25864f2-25d4-40fc-a154-2765d756ba9c,Beauty,Asia,1,105.06,0.0,CreditCard,5.0,4.5,105.06
98444,2025-09-01,75d62e67-00c8-48ed-bde6-e609348f88c3,Electronics,Asia,1,308.62,0.2,Cash,4.0,2.6,246.9
83040,2023-10-15,42e06d07-12ec-4ddb-a566-6bbd7695ca97,Toys,Oceania,2,213.47,0.2,Cash,4.0,2.4,341.55
13925,2024-03-19,c19eb471-81e3-4c99-b350-003550711923,Electronics,Asia,4,116.2,0.0,BankTransfer,1.0,2.1,464.8
79893,2025-01-21,25212a75-bbfe-485d-89e9-ea0d0657f1ff,Automotive,Africa,2,200.23,0.1,PayPal,4.0,3.3,360.41
31184,2025-09-08,6d861a6f-c8e9-45bd-8d57-21e96cff1fb2,Electronics,Europe,3,170.24,0.05,BankTransfer,7.0,4.4,485.18
13800,2024-05-28,ad125a76-ba15-459b-b8a3-8a818ee30925,Toys,Asia,4,98.38,0.05,CreditCard,5.0,3.3,373.84
40989,2024-11-25,e4b9b94e-3946-47ea-b1be-c3c90133570f,Toys,Asia,2,319.98600000000005,0.0,Cash,3.0,3.7,639.97
66734,2023-11-26,d8c4d0ff-1e88-4d86-9160-afc79e18eca4,Home,Europe,2,232.317,0.0,PayPal,6.0,4.6,464.63
78331,2024-03-11,2ec62764-43e8-4ebf-8b9f-0817255961ba,Beauty,Oceania,4,395.36,0.0,BankTransfer,8.0,4.8,1581.44
24379,2024-02-19,ec7dcbe8-51b6-4a00-98ce-caf0a5726ac5,Automotive,Europe,2,225.16,0.0,Cash,9.0,2.4,450.32
23415,2025-09-28,982adac8-006a-4215-8d31-83764ac436fa,Beauty,Asia,4,274.09,0.0,PayPal,3.0,4.3,1096.36
97560,2025-06-01,d0703539-f85f-429e-9623-8684f6e16ffb,Sports,North America,3,242.53,0.1,CreditCard,8.0,2.8,654.83
22993,2025-01-08,52fd9580-3e54-443e-a0c6-c8727e1ba5de,Automotive,Oceania,1,320.02,0.05,CreditCard,7.0,4.2,304.02
3232,2023-08-06,3fe604f4-2867-4d3b-9c5f-3cba150d28eb,Toys,Europe,3,298.26,0.15,PayPal,4.0,3.3,760.56
41996,2025-04-10,0153106f-4104-4e6f-9351-9f4398ed2bae,Sports,Europe,3,326.87,0.05,PayPal,3.0,3.8,931.58
49188,2025-01-09,c8c672c0-db76-4701-8e3f-c460287e5974,Beauty,South America,1,23.54,0.05,CreditCard,9.0,4.2,22.36
22515,2024-03-07,614b4c69-ab5d-4ef7-b93c-99d14fd6b653,Home,Europe,5,495.07,0.05,BankTransfer,7.0,3.6,2351.58
21326,2024-01-31,c8cea36b-dbd0-4831-9830-86bb9e3372d7,Sports,Africa,1,192.0,0.0,PayPal,6.0,4.7,192.0
86234,2025-04-26,6ec2beb8-0aee-4d6d-b8c5-42bc20b09a72,Home,Europe,1,405.68,0.0,BankTransfer,4.0,4.9,405.68
88127,2023-01-22,91e2f520-4f98-468d-b8e5-bfed6e672a66,Automotive,Africa,3,78.97,0.1,BankTransfer,2.0,4.2,213.22
29824,2023-06-01,0a1030ab-5dc0-4438-939d-2ee85cb085e1,Sports,Asia,1,257.22,0.1,Cash,2.0,2.7,231.5
92485,2023-05-19,9d1b7107-2be2-43f9-b0be-2bcf007ba077,Fashion,North America,5,159.3,0.0,PayPal,7.0,4.4,796.5
68425,2025-07-01,ee9ba9f6-6949-4c3d-a3f5-fe538b611bbc,Electronics,Europe,1,131.11,0.1,BankTransfer,2.0,4.5,118.0
64484,2023-08-10,dea079bf-9d99-4cf7-a59e-6ddcb9868041,Sports,Asia,4,17.02,0.0,PayPal,4.0,4.7,68.08
51020,2024-01-08,dc34691c-01ea-45e8-ab5f-b38f525f3553,Fashion,South America,1,479.06,0.05,PayPal,3.0,4.3,455.11
26754,2024-10-09,e0ae5d9a-3fa8-4319-a013-55d4764f4e90,Beauty,Europe,2,87.9,0.0,Cash,7.0,3.2,175.8
49964,2023-10-25,4a557f34-3ff5-4ce2-99a2-ed2dc156c299,Home,Africa,2,74.86,0.2,CreditCard,5.0,2.3,119.78
42732,2024-01-24,5eaf0e47-19e4-4b5b-a5ec-418937790ca3,Fashion,,2,485.05,0.05,BankTransfer,2.0,3.5,921.6
29057,2023-05-29,4808b240-8ed1-4e4c-9891-4bb446750fec,Sports,Oceania,3,161.37,0.1,BankTransfer,2.0,3.3,435.7
55318,2023-06-18,856db056-e32a-45cb-86be-67499ca3e632,Home,Africa,3,105.09,0.0,Cash,7.0,3.4,315.27
35497,2024-05-09,356e6421-8b3c-44dd-8351-8e575e59e75d,Automotive,Oceania,4,388.76,0.05,PayPal,7.0,4.8,1477.29
56338,2023-10-16,c6608fed-89b4-4919-a5b5-19ead0e5350e,Fashion,Africa,1,15.54,0.05,BankTransfer,9.0,3.8,14.76
79278,2024-05-17,9974281b-f2e3-4673-a514-e46dc1dd86d4,Sports,Asia,4,32.41,0.0,Cash,3.0,2.4,129.64
5465,2024-01-22,3e5bd4af-d587-47a3-b93c-04f7663ab809,Beauty,Asia,5,416.67,0.0,PayPal,6.0,3.6,2083.35
70156,2024-06-24,3c6d525d-2538-40be-9585-9de485b8c373,Fashion,Europe,3,436.85,0.0,BankTransfer,3.0,4.0,1310.55
